pincode,area,district,state,lat,lon
680123,Konathukunnu SO,Thrissur,Kerala,10.27309,76.2074
680125,Porathissery BO,Thrissur,Kerala,10.3615,76.20226
680301,Pazhayi BO,Thrissur,Kerala,10.41595,76.26262
680302,Vattanathara BO,Thrissur,Kerala,10.42795,76.29422
680303,Velupadam BO,Thrissur,Kerala,10.42425,76.27965
680304,CHIMMONI DAM BO,Thrissur,Kerala,10.43326,76.43099
680305,Anandapuram BO,Thrissur,Kerala,10.37762,76.26181
680306,Avanisseri BO,Thrissur,Kerala,10.47522,76.23988
680307,Chalakudi HO,Thrissur,Kerala,10.3068,76.33637
680308,Mambra BO,Thrissur,Kerala,10.3022,76.33465
680309,Kadukutty BO,Thrissur,Kerala,10.29821,76.32803
680310,Thottippal BO,Thrissur,Kerala,10.39522,76.22797
680311,Koovakkattukunnu BO,Thrissur,Kerala,10.35735,76.31084
680312,Chengallur SO,Thrissur,Kerala,10.37156,76.31498
680317,Kallur SO Thrissur,Thrissur,Kerala,10.47603,76.26626
680501,Thalakkottukara BO,Thrissur,Kerala,10.61883,76.12144
680502,Choondal SO,Thrissur,Kerala,10.62763,76.09521
680503,Kunnamkulam HO,Thrissur,Kerala,10.64471,76.06591
680504,Koonamoochi SO,Thrissur,Kerala,10.61829,76.09252
680505,Kottappadi SO,Thrissur,Kerala,10.6169,76.0363
680506,Palayur BO,Thrissur,Kerala,10.58066,76.02493
680507,Pavaratty SO,Thrissur,Kerala,10.56626,76.06095
680508,Puvathur SO,Thrissur,Kerala,10.55284,76.07624
680509,Mullassery SO,Thrissur,Kerala,10.53248,76.08532
680510,Enamakkal BO,Thrissur,Kerala,10.52435,76.09042
680511,Chittattukara SO,Thrissur,Kerala,10.57285,76.07236
680512,Madu BO,Thrissur,Kerala,10.55972,76.0356
680513,Toyakkavu SO,Thrissur,Kerala,10.51528,76.08095
680514,Kadappuram SO,Thrissur,Kerala,10.53818,76.02917
680515,Edakkaliyur SO,Thrissur,Kerala,10.61848,75.99815
680516,Tiruvatra SO,Thrissur,Kerala,10.59277,76.01016
680517,Chemmannur BO,Thrissur,Kerala,10.6391,76.07798
680518,Agalad SO,Thrissur,Kerala,10.65473,75.97901
680519,Perumpilavu BO,Thrissur,Kerala,10.69501,76.0802
680520,Thozhiyur SO,Thrissur,Kerala,10.64022,76.0345
680521,Arthat SO,Thrissur,Kerala,10.63421,76.06266
680522,Paluvai SO,Thrissur,Kerala,10.57605,76.05638
680523,Chittanjur BO,Thrissur,Kerala,10.6502,76.05452
680524,Padoor SO,Thrissur,Kerala,10.52559,76.0704
680541,Choolissery BO,Thrissur,Kerala,10.5923,76.15443
680542,Mangad BO,Thrissur,Kerala,10.68815,76.05709
680543,Kadavallur SO,Thrissur,Kerala,10.71414,76.06432
680544,Kattakampal SO,Thrissur,Kerala,10.68736,76.04054
680545,Peramangalam SO,Thrissur,Kerala,10.57507,76.162
680546,Kaiparamba SO,Thrissur,Kerala,10.60855,76.1391
680551,Chittilapilly BO,Thrissur,Kerala,10.55284,76.1612
680552,Parappur SO,Thrissur,Kerala,10.56415,76.12511
680553,Puzhakkal SO,Thrissur,Kerala,10.5533,76.17388
680555,Amalanagar SO,Thrissur,Kerala,10.56278,76.16813
680561,Cherpu SO,Thrissur,Kerala,10.04133,76.27011
680562,Arattupuzha BO,Thrissur,Kerala,10.42624,76.22227
680563,Paralam BO,Thrissur,Kerala,10.45892,76.19144
680564,INCHAMUDI BO,Thrissur,Kerala,10.47783,76.17209
680565,Peringottukara SO,Thrissur,Kerala,10.87619,75.71731
680566,Nattika SO,Thrissur,Kerala,10.41463,76.10768
680567,Triprayar BO,Thrissur,Kerala,10.20891,76.17352
680568,Edamuttam SO,Thrissur,Kerala,10.06062,76.24226
680569,Thampankadavu BO,Thrissur,Kerala,10.44096,76.09517
680570,Vadakkummuri SO,Thrissur,Kerala,10.42589,76.11656
680571,Kilakkummuri SO,Thrissur,Kerala,10.43129,76.13421
680581,Athani Thrissur BO,Thrissur,Kerala,10.5961,76.20933
680582,WadakancheryTC HO,Thrissur,Kerala,10.65794,76.24646
680583,Attur BO,Thrissur,Kerala,10.70987,76.26081
680584,Kottappuram Wri BO,Thrissur,Kerala,10.681,76.16617
680585,Pulakkad BO,Thrissur,Kerala,10.71982,76.21664
680586,Elanad BO,Thrissur,Kerala,10.7041,76.3206
680587,Chelakode BO,Thrissur,Kerala,10.68547,76.41865
680588,Malavattom BO,Thrissur,Kerala,10.73068,76.42812
680589,Karumathra BO,Thrissur,Kerala,10.65865,76.25563
680590,Kumaranellur TC SO,Thrissur,Kerala,10.67089,76.24706
680591,Killimangalam SO,Thrissur,Kerala,10.72025,76.31567
680594,Kaniyarkod SO,Thrissur,Kerala,10.73363,76.41971
680596,Thrissur Medical College SO,Thrissur,Kerala,10.61331,76.19541
680601,Kurumal BO,Thrissur,Kerala,10.64036,76.15659
680602,Vaka BO,Thrissur,Kerala,10.59799,76.09131
680604,Maruthancode SO,Thrissur,Kerala,10.66563,76.10596
680611,Elthuruth SO,Thrissur,Kerala,10.50922,76.17938
680612,Kanjani SO,Thrissur,Kerala,10.47741,76.11522
680613,Kandassankadavu SO,Thrissur,Kerala,10.47131,76.0972
680614,Vatanapally Beach BO,Thrissur,Kerala,10.47226,76.07885
680615,Engandiyur SO,Thrissur,Kerala,10.50229,76.06112
680616,Kundaliyur SO,Thrissur,Kerala,10.51445,76.05506
680617,Manalur HS BO,Thrissur,Kerala,10.49796,76.10017
680618,Aranattukara SO,Thrissur,Kerala,10.51488,76.19696
680619,Trithallur West BO,Thrissur,Kerala,10.48408,76.07243
680620,Eravu BO,Thrissur,Kerala,10.4981,76.14684
680623,Panangattukara BO,Thrissur,Kerala,10.65148,76.24094
680631,Ramavarmapuram SO,Thrissur,Kerala,10.55998,76.23509
680641,Alapad BO,Thrissur,Kerala,10.4569,76.15522
680642,Puthenpeedika SO,Thrissur,Kerala,10.44474,76.12582
680651,Nettissery BO,Thrissur,Kerala,10.53591,76.26183
680652,Kannara BO,Thrissur,Kerala,10.55642,76.32852
680653,Chennaipara BO,Thrissur,Kerala,10.5244,76.35502
680654,Vellanikkara SO,Thrissur,Kerala,10.33132,76.17149
680655,Ollukkara SO,Thrissur,Kerala,10.52251,76.24759
680656,Kerala Agriuniversity SO,Thrissur,Kerala,10.54861,76.28753
680661,Nadavaramba SO,Thrissur,Kerala,10.32819,76.21881
680662,Kalparamba BO,Thrissur,Kerala,10.30313,76.23517
680663,Pullut SO,Thrissur,Kerala,10.24728,76.21232
680664,Kodungallur SO,Thrissur,Kerala,10.22285,76.1972
680665,Panangad SO Thrissur,Thrissur,Kerala,10.50206,76.20253
680666,Azhikode Jetty BO,Thrissur,Kerala,10.20151,76.16576
680667,Anapuzha BO,Thrissur,Kerala,10.19198,76.21044
680668,Kothaparamba SO,Thrissur,Kerala,10.35402,76.18418
680669,Kandamkulam BO,Thrissur,Kerala,10.20156,76.19829
680670,Karupadanna SO,Thrissur,Kerala,10.27328,76.21211
680671,Padinjare Vemballur BO,Thrissur,Kerala,10.38506,76.30717
680681,Chalingad BO,Thrissur,Kerala,10.33231,76.1413
680682,Puthenchira Thekkummuri BO,Thrissur,Kerala,10.26588,76.24091
680683,Avittathur BO,Thrissur,Kerala,10.33065,76.25004
680684,Kodakara SO,Thrissur,Kerala,10.36823,76.33107
680685,Mathilakam SO,Thrissur,Kerala,10.29622,76.167
680686,Perinjanam West BO,Thrissur,Kerala,10.3009,76.1485
680687,Kannampallipuram BO,Thrissur,Kerala,10.33663,76.15018
680688,Aripalam SO,Thrissur,Kerala,10.30869,76.19581
680689,Perambrathrissur SO,Thrissur,Kerala,10.39301,76.29124
680691,Koolimuttam SO,Thrissur,Kerala,10.29369,76.14794
680697,Karur BO,Thrissur,Kerala,10.2825,76.2625
680699,Chokkana BO,Thrissur,Kerala,10.6379,76.36941
680701,Vellani BO,Thrissur,Kerala,10.36865,76.1909
680702,Karanchira BO,Thrissur,Kerala,10.38465,76.14053
680703,Kuttamangalam BO,Thrissur,Kerala,10.37935,76.13915
680711,Karuvannur SO,Thrissur,Kerala,10.3871,76.23249
680712,Madayikonam SO,Thrissur,Kerala,10.37733,76.21864
680721,Elinjipra BO,Thrissur,Kerala,10.34467,76.41139
680722,Potta SO,Thrissur,Kerala,10.30427,76.32283
680724,Kuttikkad BO,Thrissur,Kerala,10.33267,76.38252
680731,Annallur BO,Thrissur,Kerala,10.29566,76.25587
680732,Kuruvilassery BO,Thrissur,Kerala,10.23204,76.2668
680733,Madathumpady BO,Thrissur,Kerala,10.29319,76.27007
680734,Kundur BO,Thrissur,Kerala,10.25669,76.28186
680741,Palayamparambu BO,Thrissur,Kerala,10.36301,76.27563
680751,Ayyappankavu BO,Thrissur,Kerala,10.5095,76.25975
682001,Kochi HO,Ernakulam,Kerala,9.96556,76.24142
682002,Mattancherry Jetty SO,Ernakulam,Kerala,9.96065,76.25931
682003,Willingdon Island SO,Ernakulam,Kerala,9.94956,76.27747
682004,Kochi Naval Base SO,Ernakulam,Kerala,9.93453,76.75089
682005,Thoppumpady SO,Ernakulam,Kerala,9.93539,76.25842
682006,Palluruthy SO,Ernakulam,Kerala,9.91621,76.27548
682007,Kumbalangi SO,Ernakulam,Kerala,9.88298,76.28664
682008,Kannamali SO,Ernakulam,Kerala,9.85506,76.26763
682009,North End SO,Ernakulam,Kerala,9.96858,76.25853
682010,Edakochi SO,Ernakulam,Kerala,9.90206,76.29983
682011,Ernakulam HO,Ernakulam,Kerala,9.97186,76.28231
682012,Pachalam SO,Ernakulam,Kerala,10.00158,76.28206
682013,Thevara SO,Ernakulam,Kerala,9.93856,76.29633
682015,Perumanur SO,Ernakulam,Kerala,9.94953,76.29244
682016,Kochi MGRoad SO,Ernakulam,Kerala,9.98578,76.28622
682017,Kaloor SO,Ernakulam,Kerala,9.99572,76.29206
682018,Ernakulam North SO,Ernakulam,Kerala,9.99142,76.28142
682019,Vyttila SO,Ernakulam,Kerala,9.96661,76.31794
682020,Kadavanthara SO,Ernakulam,Kerala,9.96622,76.29917
682021,Thrikkakara SO,Ernakulam,Kerala,10.03166,76.34382
682022,Kochi University SO,Ernakulam,Kerala,9.75089,76.36753
682023,Vaduthala SO,Ernakulam,Kerala,10.02311,76.27319
682024,Edapally SO,Ernakulam,Kerala,10.03063,76.30118
682025,Palarivattom SO,Ernakulam,Kerala,10.00217,76.30439
682026,Elamakkara SO,Ernakulam,Kerala,10.01886,76.02342
682027,ChittoorEkm SO,Ernakulam,Kerala,10.0486,76.26752
682028,Vennala SO,Ernakulam,Kerala,9.99661,76.31897
682029,Matsyapuri SO,Ernakulam,Kerala,9.939,76.2685
682030,Kakkanad West BO,Ernakulam,Kerala,10.22649,76.32709
682031,Shanmugham Road SO,Ernakulam,Kerala,9.98278,76.27944
682032,Thammanam SO,Ernakulam,Kerala,9.98422,76.31231
682033,Changampuzha Nagar SO,Ernakulam,Kerala,10.04056,76.31806
682034,Cheranallur SO,Ernakulam,Kerala,10.04997,76.2901
682035,Ernakulam College SO,Ernakulam,Kerala,9.98239,76.26931
682036,Panampilly Nagar SO,Ernakulam,Kerala,9.96294,76.29717
682037,Cochin Special Economic Zone SO,Ernakulam,Kerala,10.00817,76.34425
682038,Poonithura SO,Ernakulam,Kerala,9.95075,76.33347
682039,Rajagiri Valley SO,Ernakulam,Kerala,10.11022,76.35958
682040,Nettoor SO,Ernakulam,Kerala,9.92803,76.32225
682041,AIMS Ponekkara SO,Ernakulam,Kerala,10.03382,76.29203
682042,InfoparkKochi SO,Ernakulam,Kerala,9.97186,76.28231
682050,International Business Centre IBC,Ernakulam,Kerala,9.98164,76.29988
682051,Kochi Parcel Centre PO,Ernakulam,Kerala,9.9704,76.2991
682052,Kakkanad NDC,Ernakulam,Kerala,10.0212,76.3438
682053,NDC Edapally,Na,Na,10.01907,76.30454
682301,Tripunithura SO,Ernakulam,Kerala,9.92917,76.4485
682302,Ambalamugal SO,Ernakulam,Kerala,9.97631,76.38519
682303,Ambalamedu SO,Ernakulam,Kerala,9.99043,76.39102
682304,Maradu SO,Ernakulam,Kerala,9.93783,76.32336
682305,Kureekad BO,Ernakulam,Kerala,9.93596,76.37983
682306,Eroor South BO,Ernakulam,Kerala,10.01362,76.34198
682307,Nadakkavu BO,Ernakulam,Kerala,9.83892,76.42291
682308,Meempara BO,Ernakulam,Kerala,9.94738,76.4344
682309,Irimbanam SO,Ernakulam,Kerala,10.11022,76.35958
682310,Vadavucode SO,Ernakulam,Kerala,9.99279,76.42885
682311,Kinginimattom BO,Ernakulam,Kerala,9.97849,76.482
682312,Kanayannoor BO,Ernakulam,Kerala,10.30474,76.31931
682313,Arakunnam SO,Ernakulam,Kerala,9.86887,76.44014
682314,Perumpilly BO,Ernakulam,Kerala,9.78311,76.40181
682315,Amballur BO,Ernakulam,Kerala,9.86054,76.4101
682316,Mekkadambu BO,Ernakulam,Kerala,9.9804,76.53513
682317,KULAYATTIKKARA,Ernakulam,Kerala,9.8576,76.41699
682501,Ayyampilly SO,Ernakulam,Kerala,10.11253,76.20186
682502,Edavanakad SO,Ernakulam,Kerala,10.09425,76.20681
682503,Elamkunnapuzha SO,Ernakulam,Kerala,10.01928,76.22742
682504,Mulavukad SO,Ernakulam,Kerala,10.00757,76.25375
682505,Narakkal SO,Ernakulam,Kerala,10.04731,76.21756
682506,Kumbalam BO,Ernakulam,Kerala,10.00871,76.3327
682507,Nazreth BO,Ernakulam,Kerala,9.9235,76.25688
682508,Ochanthuruth SO,Ernakulam,Kerala,9.99332,76.23198
682509,Nayarambalam SO,Ernakulam,Kerala,10.06627,76.217
682511,Malipuram SO,Ernakulam,Kerala,10.11022,76.35958
682551,Androth S.O,Lakshadweep District,Lakshadweep,10.81533,73.68149
682552,Amini S.O,Lakshadweep District,Lakshadweep,11.12479,72.72496
682553,Agathi S.O,Lakshadweep District,Lakshadweep,10.8641,72.19815
682554,Bithra B.O,Lakshadweep District,Lakshadweep,11.64519,72.44898
682556,Kadamat S.O,Lakshadweep District,Lakshadweep,11.22793,72.7786
682557,Kalpeni S.O,Lakshadweep District,Lakshadweep,10.06729,73.64425
682558,Kiltan S.O,Lakshadweep District,Lakshadweep,11.48658,73.0065
682559,Minicoy S.O,Lakshadweep District,Lakshadweep,8.27477,73.04901
683051,Nodal Delivery Centre Aluva,Na,Na,10.09236,76.32352
683101,Aluva HO,Ernakulam,Kerala,10.10371,76.35688
683102,Union Christian College SO,Ernakulam,Kerala,10.12629,76.34157
683104,Kalamassery Development Plot BO,Ernakulam,Kerala,10.48409,76.19212
683105,Thottumughom SO,Ernakulam,Kerala,10.1072,76.40714
683106,Thaikkattukara SO,Ernakulam,Kerala,10.08492,76.34761
683108,Uliyannoor BO,Ernakulam,Kerala,10.10786,76.34581
683110,Muppathadam SO,Ernakulam,Kerala,10.0983,76.31845
683111,Kochi Airport SO,Ernakulam,Kerala,10.15574,76.38956
683112,Erumathala SO,Ernakulam,Kerala,10.08517,76.38972
683501,Kuttikkattukara BO,Ernakulam,Kerala,10.07406,76.29988
683502,Binanipuram SO,Ernakulam,Kerala,10.08926,76.30258
683503,Hmt Colony SO,Ernakulam,Kerala,10.04308,76.32858
683511,Karumalloor BO,Ernakulam,Kerala,11.42796,76.22418
683512,Chendamangalam SO,Ernakulam,Kerala,10.17275,76.23592
683513,Paravur Town SO,Ernakulam,Kerala,10.13402,76.22848
683514,Cherai SO,Ernakulam,Kerala,10.13892,76.19382
683515,Palliport SO,Ernakulam,Kerala,10.17283,76.17673
683516,Maliankara BO,Ernakulam,Kerala,10.18626,76.20184
683517,Varapuzha Landing BO,Ernakulam,Kerala,10.07052,76.27594
683518,Kongorpilly BO,Ernakulam,Kerala,10.10358,76.27081
683519,Kottuvally BO,Ernakulam,Kerala,10.11804,76.24429
683520,Manjaly BO,Ernakulam,Kerala,10.14138,76.26177
683521,Vadakkumpuram SO,Ernakulam,Kerala,10.17861,76.22497
683522,Kunjithai BO,Ernakulam,Kerala,10.16286,76.20215
683541,Keezhillam SO,Ernakulam,Kerala,10.05485,76.52433
683542,Perumbavoor HO,Ernakulam,Kerala,10.11537,76.47652
683543,Rayonpuram SO,Ernakulam,Kerala,10.13203,76.46377
683544,Aimurikara BO,Ernakulam,Kerala,10.16205,76.49417
683545,Methala BO,Ernakulam,Kerala,10.10827,76.54188
683546,Mudakuzha BO,Ernakulam,Kerala,10.15709,76.53994
683547,Mudikkal SO,Ernakulam,Kerala,10.10486,76.44143
683548,Iringole SO,Ernakulam,Kerala,10.116,76.4958
683549,Asamannoor SO,Ernakulam,Kerala,10.0935,76.54519
683550,Okkal SO,Ernakulam,Kerala,10.09216,76.26523
683556,Allapra BO,Ernakulam,Kerala,10.07438,76.46889
683561,Edathala North BO,Ernakulam,Kerala,10.06604,76.40195
683562,Kizhakkambalam SO,Ernakulam,Kerala,10.03054,76.42887
683563,Naval Armament Depot  Aluva SO,Ernakulam,Kerala,10.06769,76.36391
683565,Kumarapuram SO Ernakulam,Ernakulam,Kerala,10.01414,76.4118
683571,Chowara SO,Ernakulam,Kerala,10.12702,76.38758
683572,Kidangoor BO,Ernakulam,Kerala,12.7829,76.40025
683573,Angamally South SO,Ernakulam,Kerala,10.17718,76.37744
683574,Yordhanapuram BO,Ernakulam,Kerala,10.18201,76.44279
683575,Thuravumkara BO,Ernakulam,Kerala,10.14484,76.42921
683576,Paduvapuram BO,Ernakulam,Kerala,10.24292,76.39358
683577,Ezhattumugham BO,Ernakulam,Kerala,10.74708,76.17049
683578,Kunnukara BO,Ernakulam,Kerala,10.15513,76.32039
683579,Parakkadavu BO,Ernakulam,Kerala,10.1854,76.32592
683580,Sreemoolanagaram SO,Ernakulam,Kerala,10.12795,76.4124
683581,Kalady Plantation BO,Ernakulam,Kerala,10.67007,76.24381
683585,Athani SO Ernakulam,Ernakulam,Kerala,10.15173,76.354
683587,Malayattoor SO,Ernakulam,Kerala,10.18471,76.50398
683589,Mekkad SO,Ernakulam,Kerala,10.1623,76.36921
683594,Elanthikara BO,Ernakulam,Kerala,10.17846,76.26631
685501,Cheenthalar BO,Idukki,Kerala,9.65673,76.862
685503,Kottamala BO,Idukki,Kerala,9.71051,76.89995
685505,Karimkulam Chappath BO,Idukki,Kerala,9.69685,77.00397
685507,Ayyappancoil SO,Idukki,Kerala,9.7118,77.05026
685508,Kattappana HO,Idukki,Kerala,9.75618,77.11177
685509,Kumily SO,Idukki,Kerala,9.61739,77.16065
685511,Nariampara BO,Idukki,Kerala,9.74145,77.06979
685512,Anakkara SO Idukki,Idukki,Kerala,9.66682,77.17264
685514,Kochuthovala BO,Idukki,Kerala,9.81688,77.10078
685515,Anniyartholu BO,Idukki,Kerala,9.78106,77.09287
685531,Pambanar BO,Idukki,Kerala,9.58514,77.00379
685532,Paloorkavu BO,Idukki,Kerala,9.54419,76.95139
685533,Arnakal BO,Idukki,Kerala,9.56136,77.09171
685535,Anavilasam BO,Idukki,Kerala,9.64813,77.11204
685551,Mali BO,Idukki,Kerala,9.71883,77.17635
685552,Karunapuram BO,Idukki,Kerala,9.80499,77.20111
685553,Kailasanadu BO,Idukki,Kerala,9.84324,77.13561
685554,Chemmannar BO,Idukki,Kerala,9.90748,77.18069
685561,Mannamkandam BO,Idukki,Kerala,10.01989,76.94263
685562,South Kathipara BO,Idukki,Kerala,9.96605,76.99721
685563,Vellathooval SO,Idukki,Kerala,9.97652,77.03298
685565,Pallivasal BO,Idukki,Kerala,10.04747,77.0367
685566,C Kuthumkal BO,Idukki,Kerala,9.95374,77.10766
685571,Parathode SO Idukki,Idukki,Kerala,9.92708,77.06124
685581,Mulappuram BO,Idukki,Kerala,9.90907,76.80329
685582,Parapuzha BO,Idukki,Kerala,9.94892,76.75475
685583,Vazhithala SO,Idukki,Kerala,9.86702,76.65066
685584,Thodupuzha HO,Idukki,Kerala,9.89693,76.7108
685585,Thodupuzha East SO,Idukki,Kerala,9.87511,76.74367
685586,Vadakkummury BO,Idukki,Kerala,9.85726,76.69805
685587,Ellumpuram BO,Idukki,Kerala,9.856,76.73045
685588,Elamdesom BO,Idukki,Kerala,9.86148,76.80234
685589,Edadidukki BO,Idukki,Kerala,9.77653,76.85256
685590,Kanjar BO,Idukki,Kerala,9.81727,76.7972
685591,Arakulam SO,Idukki,Kerala,9.80502,76.83412
685595,Malayinchi BO,Idukki,Kerala,9.88717,76.84674
685601,Kulamavu SO,Idukki,Kerala,9.80314,76.86969
685602,Manipara BO,Idukki,Kerala,9.87101,76.97411
685603,Idukki Painavu SO,Idukki,Kerala,9.85524,76.94761
685604,Padamugham BO,Idukki,Kerala,9.90473,77.01931
685605,Ezhumuttom BO,Idukki,Kerala,9.92499,76.73357
685606,Keerithode BO,Idukki,Kerala,9.95507,76.9237
685607,Mullaringadu BO,Idukki,Kerala,9.99024,76.80806
685608,Manakkad BO,Idukki,Kerala,9.91444,76.69094
685609,Perumthotty BO,Idukki,Kerala,9.86159,77.03879
685612,LETCHMI ESTATE BO,Idukki,Kerala,10.0886,77.05201
685613,Panniar Estate BO,Idukki,Kerala,10.04213,77.16756
685614,Chattamannar BO,Idukki,Kerala,10.17922,77.11521
685615,Kottakomboor BO,Idukki,Kerala,10.16638,77.22906
685616,Mattupatty ISP BO,Idukki,Kerala,10.10778,77.12711
685618,Chinnakanal BO,Idukki,Kerala,10.04236,77.18796
685619,Aruvilanchal BO,Idukki,Kerala,9.96217,77.1803
685620,Kanthallur BO,Idukki,Kerala,10.24701,77.17332
686001,Kottayam HO,Kottayam,Kerala,9.59118,76.5211
686002,Kottayam Collectorate SO,Kottayam,Kerala,9.5931,76.53531
686003,Veloor BO,Kottayam,Kerala,12.58838,76.5157
686004,Devalokam BO,Kottayam,Kerala,11.08871,76.52706
686005,Kummanam BO,Kottayam,Kerala,9.59786,76.50231
686006,Nattassery S H Mount SO,Kottayam,Kerala,9.60519,76.52954
686007,Pallom SO,Kottayam,Kerala,9.52926,76.51439
686008,Arpookara BO,Kottayam,Kerala,11.11057,76.51717
686009,Rubber Board SO,Kottayam,Kerala,9.57701,76.56831
686010,Vadavathoor SO,Kottayam,Kerala,9.5906,76.5653
686011,Eravinalloor BO,Kottayam,Kerala,12.56166,76.54289
686012,Pakkil SO,Kottayam,Kerala,13.57713,76.52497
686013,Kottayam South BO,Kottayam,Kerala,9.56298,76.52284
686014,Olessa SO,Kottayam,Kerala,12.60088,76.50276
686015,Aymanam SO,Kottayam,Kerala,12.6027,76.49951
686016,Perumbaikkad BO,Kottayam,Kerala,12.60577,76.52932
686017,Kudamaloor SO,Kottayam,Kerala,9.59147,76.51915
686018,Manganam SO,Kottayam,Kerala,9.5705,76.55687
686019,Amayannur BO,Kottayam,Kerala,11.07657,76.54175
686020,Kanjiram BO,Kottayam,Kerala,11.58494,76.5129
686021,Pariyaram SO Kottayam,Kottayam,Kerala,9.54156,76.58471
686022,Chengalam South SO,Kottayam,Kerala,9.58952,76.47645
686041,Malloossery SO,Kottayam,Kerala,9.61641,76.51891
686101,Changanacherry HO,Kottayam,Kerala,9.44712,76.53905
686102,Kunnamkary BO,Alappuzha,Kerala,9.43381,76.52578
686103,Kumarankary BO,Alappuzha,Kerala,9.45851,76.5249
686104,Kurisummoodu SO,Kottayam,Kerala,9.46374,76.54677
686105,Kottamurickal BO,Kottayam,Kerala,9.44063,76.57544
686106,Cheeranchira BO,Kottayam,Kerala,9.47388,76.56789
686121,Nadackal BO,Kottayam,Kerala,12.64071,76.78003
686122,Aruvithura SO,Kottayam,Kerala,9.68541,76.77931
686123,Thidanad SO,Kottayam,Kerala,9.65907,76.77854
686141,Vaikom HO,Kottayam,Kerala,9.75008,76.39022
686143,Akkarapadom BO,Kottayam,Kerala,9.76278,76.39525
686144,Ambika Market BO,Kottayam,Kerala,11.66952,76.40446
686146,Vaikaprayar BO,Kottayam,Kerala,12.67374,76.39892
686501,Areeparampu BO,Kottayam,Kerala,9.59472,76.61227
686502,Kooropada BO,Kottayam,Kerala,9.5816,76.64864
686503,Anikad East BO,Kottayam,Kerala,9.60904,76.67941
686504,Vazhoor East BO,Kottayam,Kerala,9.56628,76.71818
686505,Theerthapadapuram SO,Kottayam,Kerala,9.55462,76.71657
686506,Chennakunnu BO,Kottayam,Kerala,9.5633,76.76362
686507,Kanjirapally HO,Kottayam,Kerala,9.55447,76.79547
686508,Kappadu BO,Kottayam,Kerala,9.60902,76.778
686509,Kanakapalam BO,Kottayam,Kerala,8.94625,76.56708
686510,Muttappally BO,Kottayam,Kerala,9.43395,76.90574
686511,Mannadisala BO,Pathanamthitta,Kerala,9.42862,76.85917
686512,Urakkanadu BO,Kottayam,Kerala,9.56808,76.84379
686513,Karinilam BO,Kottayam,Kerala,9.51031,76.91494
686514,Parathanam BO,Kottayam,Kerala,9.5976,76.8895
686515,Kanam BO,Kottayam,Kerala,9.55134,76.69017
686516,Vattakunnu BO,Kottayam,Kerala,9.54876,76.616
686517,Chakompathal SO,Kottayam,Kerala,9.53798,76.71941
686518,Vizhikithode BO,Kottayam,Kerala,9.53227,76.81432
686519,Chirakadavu Centre BO,Kottayam,Kerala,9.53466,76.76422
686520,Chenappady BO,Kottayam,Kerala,9.52257,76.78328
686521,Poothakuzhy BO,Kottayam,Kerala,9.54149,76.6545
686522,Koorali SO,Kottayam,Kerala,9.59622,76.74228
686531,Chingavanam SO,Kottayam,Kerala,9.52153,76.52383
686532,Sachivothamapuram SO,Kottayam,Kerala,9.49921,76.53807
686533,Channanikadu BO,Kottayam,Kerala,9.53067,76.53634
686534,Neelamperoor SO,Alappuzha,Kerala,9.49348,76.49332
686535,Malakunnam BO,Kottayam,Kerala,9.5481,76.54794
686536,Mammoodu BO,Kottayam,Kerala,9.4866,76.61221
686537,Pallickachirakavala SO,Kottayam,Kerala,9.42182,76.58326
686538,Vakathanam SO,Kottayam,Kerala,9.48756,76.56794
686539,Thottakadu SO,Kottayam,Kerala,9.52524,76.60447
686540,Karukachal SO,Kottayam,Kerala,9.49932,76.63837
686541,Kulathoorprayar BO,Kottayam,Kerala,9.4599,76.67295
686542,Nedumanny BO,Kottayam,Kerala,9.51361,76.66325
686543,Erathuvadakara BO,Kottayam,Kerala,9.49539,76.7459
686544,Karikkattoor Centre BO,Kottayam,Kerala,9.47456,76.7735
686545,Nedungadappally SO,Kottayam,Kerala,9.4741,76.63471
686546,Amara BO,Kottayam,Kerala,9.45666,76.59354
686547,Kottangal BO,Pathanamthitta,Kerala,9.45186,76.7456
686548,Nalukody SO,Kottayam,Kerala,9.42562,76.56226
686555,Devagiri SO,Kottayam,Kerala,9.53569,76.67391
686560,Priyadarsini Hills SO,Kottayam,Kerala,9.65996,76.53042
686561,Mannanam SO,Kottayam,Kerala,9.62474,76.47764
686562,Sreekantamangalam BO,Kottayam,Kerala,12.63103,76.48597
686563,Kumarakom East BO,Kottayam,Kerala,9.59865,76.43317
686564,Kongandoor BO,Kottayam,Kerala,11.31763,76.45808
686571,Padinjattinkara BO,Kottayam,Kerala,9.71781,76.61905
686572,Kidangoor SO,Kottayam,Kerala,9.49428,76.73783
686573,Mutholi BO,Kottayam,Kerala,13.24224,76.69702
686574,Nechipuzhoor BO,Kottayam,Kerala,12.57167,76.70204
686575,Pala HO,Kottayam,Kerala,9.71166,76.68271
686576,Amanakara BO,Kottayam,Kerala,11.24837,76.66232
686577,Meenachil BO,Kottayam,Kerala,11.67123,76.70891
686578,Ampara Nirappel BO,Kottayam,Kerala,11.3822,76.72454
686579,Choondacherry BO,Kottayam,Kerala,10.88971,76.76901
686580,Adukkam BO,Kottayam,Kerala,13.23656,76.81367
686581,Chennad BO,Kottayam,Kerala,10.00943,76.58591
686582,Cholathadom BO,Kottayam,Kerala,12.24027,75.95212
